loan_id,maturity_date,customer_id,application_date,disburse_date,pledge_date,product_type,loan_grade,lender,facility,total_fees,total_other,total_interest,credit_bureau_score,term,frequency,interest_rate,disburse_principal,outstanding_balance,currency,dpd,ratio_paid,loan_status,amount_buckets,company,loan_counts,term_buckets,location_state_province
ABF - DSB0758-001,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,2.18,0.0,36.71,,43,One-time,0.574,575.37,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-002,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,1.5,0.0,25.27,,43,One-time,0.574,396.09,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-003,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,3.26,0.0,54.92,,43,One-time,0.574,860.76,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-004,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,0.27,0.0,4.58,,43,One-time,0.574,71.73,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-005,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,0.32,0.0,5.35,,43,One-time,0.574,83.79,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-006,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,0.1,0.0,1.65,,43,One-time,0.575,25.82,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-007,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,0.38,0.0,6.34,,43,One-time,0.574,99.36,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-008,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,1.8,0.0,30.3,,43,One-time,0.574,474.98,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-009,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,0.6,0.0,10.06,,43,One-time,0.574,157.64,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-010,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,4.35,0.0,73.22,,43,One-time,0.574,1147.68,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-011,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,2.12,0.0,35.59,,43,One-time,0.574,557.78,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-012,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,2.72,0.0,45.77,,43,One-time,0.574,717.3,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-013,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,2.11,0.0,35.47,,43,One-time,0.574,556.01,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-014,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,1.66,0.0,27.85,,43,One-time,0.574,436.47,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-015,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,2.25,0.0,37.91,,43,One-time,0.574,594.15,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0758-016,2023-09-12,CLI2043,,2023-07-31,,factoring,,,,0.93,0.0,15.66,,43,One-time,0.574,245.44,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0759-001,2023-08-18,CLI2512,,2023-08-01,,factoring,,,,13.27,0.0,152.32,,17,One-time,1.104,3221.8,0.0,USD,0,1.0,Complete,2.5K-5K,ABF,11+,11-20 Days,San Salvador
ABF - DSB0760-001,2023-08-23,CLI2636,,2023-08-02,,factoring,,,,8.85,0.0,25.08,,21,One-time,1.128,522.88,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0761-001,2023-10-11,CLI2234,,2023-08-01,,factoring,,,,6.65,0.0,99.16,,71,One-time,0.586,928.97,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,61-90 Days,San Salvador
ABF - DSB0761-002,2023-10-11,CLI2234,,2023-08-01,,factoring,,,,6.62,0.0,98.76,,71,One-time,0.586,925.24,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,61-90 Days,San Salvador
ABF - DSB0762-001,2023-09-29,CLI0818,,2023-08-01,,factoring,,,,7.72,0.0,152.69,,59,One-time,0.545,1819.57,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0762-002,2023-09-29,CLI0818,,2023-08-01,,factoring,,,,5.55,0.0,109.82,,59,One-time,0.545,1308.64,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0763-001,2023-08-22,CLI2537,,2023-08-01,,factoring,,,,0.53,0.0,6.05,,21,One-time,0.751,152.28,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0763-002,2023-09-08,CLI2537,,2023-08-01,,factoring,,,,2.3,0.0,39.31,,38,One-time,0.606,659.88,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0763-003,2023-09-08,CLI2537,,2023-08-01,,factoring,,,,4.96,0.0,84.67,,38,One-time,0.606,1421.28,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0763-004,2023-09-08,CLI2537,,2023-08-01,,factoring,,,,10.44,0.0,178.42,,38,One-time,0.606,2994.84,0.0,USD,0,1.0,Complete,2.5K-5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0763-005,2023-09-19,CLI2537,,2023-08-01,,factoring,,,,23.01,0.0,553.28,,49,One-time,0.651,6598.8,0.0,USD,0,1.0,Complete,5K-10K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0763-006,2023-08-22,CLI2537,,2023-08-01,,factoring,,,,1.24,0.0,14.11,,21,One-time,0.751,355.32,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0764-001,2023-10-05,CLI0211,,2023-08-01,,factoring,,,,8.85,0.0,68.26,,65,One-time,0.953,454.18,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,61-90 Days,Ahuachapán
ABF - DSB0765-001,2023-08-18,CLI2313,,2023-08-02,,factoring,,,,8.85,0.0,36.73,,16,One-time,1.693,614.32,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,5-10,11-20 Days,San Salvador
ABF - DSB0766-001,2023-09-01,CLI1467,,2023-08-02,,factoring,,,,5.69,0.0,38.56,,30,One-time,0.596,903.92,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,La Libertad
ABF - DSB0766-002,2023-08-11,CLI1467,,2023-08-02,,factoring,,,,7.58,0.0,35.7,,9,One-time,1.456,1205.23,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,0-10 Days,La Libertad
ABF - DSB0767-001,2023-08-11,CLI2394,,2023-08-02,,factoring,,,,8.4,0.0,26.6,,9,One-time,1.586,894.9,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,0-10 Days,San Salvador
ABF - DSB0767-002,2023-08-11,CLI2394,,2023-08-02,,factoring,,,,4.87,0.0,15.4,,9,One-time,1.587,518.1,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,0-10 Days,San Salvador
ABF - DSB0768-001,2023-09-01,CLI2165,,2023-08-02,,factoring,,,,3.21,0.0,12.18,,30,One-time,0.616,304.17,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,La Libertad
ABF - DSB0768-002,2023-09-01,CLI2165,,2023-08-02,,factoring,,,,5.2,0.0,19.73,,30,One-time,0.616,492.8,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,La Libertad
ABF - DSB0768-003,2023-09-01,CLI2165,,2023-08-02,,factoring,,,,4.86,0.0,18.41,,30,One-time,0.616,459.89,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,La Libertad
ABF - DSB0769-001,2023-08-26,CLI2520,,2023-08-02,,factoring,,,,2.95,0.0,10.0,,24,One-time,0.889,221.67,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0769-002,2023-08-31,CLI2520,,2023-08-02,,factoring,,,,5.9,0.0,20.0,,29,One-time,0.735,443.33,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0770-001,2023-09-18,CLI2038,,2023-08-02,,factoring,,,,4.49,0.0,86.91,,47,One-time,0.773,918.36,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0770-002,2023-09-18,CLI2038,,2023-08-02,,factoring,,,,0.48,0.0,9.27,,47,One-time,0.773,97.99,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0770-003,2023-09-18,CLI2038,,2023-08-02,,factoring,,,,1.65,0.0,31.85,,47,One-time,0.773,336.57,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0770-004,2023-09-18,CLI2038,,2023-08-02,,factoring,,,,1.65,0.0,31.85,,47,One-time,0.773,336.57,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0770-005,2023-09-18,CLI2038,,2023-08-02,,factoring,,,,10.82,0.0,209.26,,47,One-time,0.773,2211.17,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0770-006,2023-09-18,CLI2038,,2023-08-02,,factoring,,,,7.46,0.0,144.35,,47,One-time,0.773,1525.24,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0771-001,2023-09-01,CLI1936,,2023-08-02,,factoring,,,,5.81,0.0,18.65,,30,One-time,0.764,389.72,0.0,USD,0,1.0,Complete,0-0.5K,ABF,5-10,21-30 Days,La Libertad
ABF - DSB0771-002,2023-09-08,CLI1936,,2023-08-02,,factoring,,,,3.37,0.0,16.24,,37,One-time,0.855,226.29,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0771-003,2023-09-05,CLI1936,,2023-08-02,,factoring,,,,4.09,0.0,19.72,,34,One-time,0.93,274.74,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0772-001,2023-10-13,CLI0581,,2023-08-02,,factoring,,,,13.27,0.0,303.73,,72,One-time,0.563,2853.53,0.0,USD,0,1.0,Complete,2.5K-5K,ABF,11+,61-90 Days,San Salvador
ABF - DSB0773-001,2023-09-22,CLI2537,,2023-08-02,,factoring,,,,33.25,0.0,766.08,,51,One-time,0.626,9135.23,0.0,USD,0,1.0,Complete,5K-10K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0773-002,2023-09-22,CLI2537,,2023-08-02,,factoring,,,,9.23,0.0,212.8,,51,One-time,0.626,2537.56,0.0,USD,0,1.0,Complete,2.5K-5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0774-001,2024-06-04,CLI1349,,2023-08-03,,factoring,,,,2.46,0.0,29.07,,306,One-time,0.232,161.95,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,>180 Days,Not Provided
ABF - DSB0774-002,2024-06-04,CLI1349,,2023-08-03,,factoring,,,,1.94,0.0,22.95,,306,One-time,0.232,127.86,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,>180 Days,Not Provided
ABF - DSB0774-003,2023-09-07,CLI1349,,2023-08-03,,factoring,,,,2.28,0.0,10.8,,35,One-time,0.907,150.42,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,Not Provided
ABF - DSB0774-004,2023-09-06,CLI1349,,2023-08-03,,factoring,,,,6.59,0.0,31.2,,34,One-time,0.934,434.55,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,Not Provided
ABF - DSB0775-001,2023-09-14,CLI2509,,2023-08-07,,factoring,,,,26.55,0.0,375.01,,38,One-time,0.914,4220.15,0.0,USD,0,1.0,Complete,2.5K-5K,ABF,11+,31-45 Days,Cuscatlán
ABF - DSB0777-001,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,4.21,0.0,58.97,,38,One-time,0.657,923.49,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-002,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.68,0.0,9.48,,38,One-time,0.658,148.43,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-003,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,1.39,0.0,19.53,,38,One-time,0.657,305.89,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-004,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.28,0.0,3.97,,38,One-time,0.657,62.11,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-005,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,2.75,0.0,38.52,,38,One-time,0.657,603.19,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-006,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.37,0.0,5.19,,38,One-time,0.658,81.22,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-007,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,2.25,0.0,31.57,,38,One-time,0.657,494.39,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-008,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,1.71,0.0,24.01,,38,One-time,0.657,375.98,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-009,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,1.05,0.0,14.65,,38,One-time,0.657,229.44,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-010,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.07,0.0,1.05,,38,One-time,0.657,16.38,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-011,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.07,0.0,1.05,,38,One-time,0.657,16.38,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-012,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,2.35,0.0,32.95,,38,One-time,0.657,516.0,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-013,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.57,0.0,7.93,,38,One-time,0.657,124.23,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-014,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,1.2,0.0,16.76,,38,One-time,0.657,262.47,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-015,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.62,0.0,8.64,,38,One-time,0.657,135.31,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-016,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,1.67,0.0,23.43,,38,One-time,0.657,366.89,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-017,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.68,0.0,9.48,,38,One-time,0.658,148.43,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-018,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,2.72,0.0,38.09,,38,One-time,0.657,596.44,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-019,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.2,0.0,2.75,,38,One-time,0.659,43.0,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-020,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,1.85,0.0,25.87,,38,One-time,0.657,405.14,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-021,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,3.03,0.0,42.41,,38,One-time,0.657,664.11,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-022,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.74,0.0,10.4,,38,One-time,0.657,162.79,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-023,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,2.82,0.0,39.57,,38,One-time,0.657,619.71,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-024,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.3,0.0,4.27,,38,One-time,0.656,66.89,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-025,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,1.61,0.0,22.54,,38,One-time,0.657,353.01,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-026,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,1.73,0.0,24.24,,38,One-time,0.657,379.56,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-027,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,3.6,0.0,50.41,,38,One-time,0.657,789.44,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-028,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,1.49,0.0,20.91,,38,One-time,0.657,327.39,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0777-029,2023-09-14,CLI2174,,2023-08-07,,factoring,,,,0.47,0.0,6.61,,38,One-time,0.657,103.51,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0778-001,2023-09-14,CLI1070,,2023-08-07,,factoring,,,,2.13,0.0,39.8,,38,One-time,0.645,624.04,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0778-002,2023-09-14,CLI1070,,2023-08-07,,factoring,,,,3.53,0.0,66.04,,38,One-time,0.645,1035.49,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0778-003,2023-09-14,CLI1070,,2023-08-07,,factoring,,,,0.54,0.0,10.19,,38,One-time,0.645,159.78,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0778-004,2023-09-14,CLI1070,,2023-08-07,,factoring,,,,5.24,0.0,98.12,,38,One-time,0.645,1538.48,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0778-005,2023-09-14,CLI1070,,2023-08-07,,factoring,,,,1.68,0.0,31.4,,38,One-time,0.645,492.29,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0778-006,2023-09-14,CLI1070,,2023-08-07,,factoring,,,,6.87,0.0,128.54,,38,One-time,0.645,2015.62,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0778-007,2023-09-14,CLI1070,,2023-08-07,,factoring,,,,0.49,0.0,9.09,,38,One-time,0.646,142.51,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0778-008,2023-09-14,CLI1070,,2023-08-07,,factoring,,,,2.35,0.0,43.93,,38,One-time,0.645,688.91,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0778-009,2023-09-14,CLI1070,,2023-08-07,,factoring,,,,3.72,0.0,69.56,,38,One-time,0.645,1090.77,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0779-001,2023-08-15,CLI2561,,2023-08-07,,factoring,,,,8.85,0.0,12.18,,8,One-time,2.374,404.12,0.0,USD,0,1.0,Complete,0-0.5K,ABF,5-10,0-10 Days,San Salvador
ABF - DSB0780-001,2023-10-03,CLI0134,,2023-08-07,,factoring,,,,13.27,0.0,357.16,,57,One-time,0.628,3779.84,0.0,USD,0,1.0,Complete,2.5K-5K,ABF,11+,46-60 Days,San Salvador
ABF - DSB0781-001,2023-09-21,CLI2043,,2023-08-07,,factoring,,,,5.65,0.0,65.06,,45,One-time,0.564,1017.7,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0781-002,2023-10-04,CLI2043,,2023-08-07,,factoring,,,,1.01,0.0,15.46,,58,One-time,0.572,181.36,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,46-60 Days,La Libertad
ABF - DSB0781-003,2023-08-30,CLI2043,,2023-08-07,,factoring,,,,2.97,0.0,22.78,,23,One-time,0.765,534.44,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,La Libertad
ABF - DSB0781-004,2023-10-04,CLI2043,,2023-08-07,,factoring,,,,5.09,0.0,78.11,,58,One-time,0.571,916.33,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,46-60 Days,La Libertad
ABF - DSB0781-005,2023-09-21,CLI2043,,2023-08-07,,factoring,,,,4.35,0.0,50.14,,45,One-time,0.564,784.29,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0781-006,2023-09-19,CLI2043,,2023-08-07,,factoring,,,,7.48,0.0,86.19,,43,One-time,0.59,1348.24,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,31-45 Days,La Libertad
ABF - DSB0782-001,2023-08-31,CLI2606,,2023-08-07,,factoring,,,,9.82,0.0,114.0,,24,One-time,0.977,1926.91,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0782-002,2023-09-08,CLI2606,,2023-08-07,,factoring,,,,3.23,0.0,56.25,,32,One-time,1.07,633.85,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,31-45 Days,San Salvador
ABF - DSB0782-003,2023-08-31,CLI2606,,2023-08-07,,factoring,,,,0.04,0.0,0.52,,24,One-time,0.979,8.7,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0782-004,2023-08-31,CLI2606,,2023-08-07,,factoring,,,,0.04,0.0,0.52,,24,One-time,0.979,8.7,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0782-005,2023-08-31,CLI2606,,2023-08-07,,factoring,,,,0.04,0.0,0.52,,24,One-time,0.979,8.7,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0782-006,2023-08-31,CLI2606,,2023-08-07,,factoring,,,,0.04,0.0,0.52,,24,One-time,0.979,8.7,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0782-007,2023-08-31,CLI2606,,2023-08-07,,factoring,,,,0.04,0.0,0.52,,24,One-time,0.979,8.7,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0784-001,2023-11-03,CLI2452,,2023-08-08,,factoring,,,,13.27,0.0,174.0,,87,One-time,0.645,1217.5,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,61-90 Days,San Salvador
ABF - DSB0785-001,2023-08-18,CLI1467,,2023-08-08,,factoring,,,,26.55,0.0,238.79,,10,One-time,1.197,8088.76,0.0,USD,0,1.0,Complete,5K-10K,ABF,11+,0-10 Days,La Libertad
ABF - DSB0786-001,2023-09-08,CLI2076,,2023-08-08,,factoring,,,,13.27,0.0,60.34,,31,One-time,1.032,839.76,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,4,31-45 Days,San Salvador
ABF - DSB0787-001,2023-10-10,CLI2165,,2023-08-08,,factoring,,,,4.19,0.0,75.16,,63,One-time,0.609,755.18,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,61-90 Days,La Libertad
ABF - DSB0787-002,2023-10-10,CLI2165,,2023-08-08,,factoring,,,,9.08,0.0,163.01,,63,One-time,0.609,1637.93,0.0,USD,0,1.0,Complete,1K-2.5K,ABF,11+,61-90 Days,La Libertad
ABF - DSB0788-001,2023-09-08,CLI2636,,2023-08-09,,factoring,,,,26.55,0.0,239.23,,30,One-time,0.64,5053.68,0.0,USD,0,1.0,Complete,5K-10K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0789-001,2023-09-07,CLI2512,,2023-08-09,,factoring,,,,8.85,0.0,27.35,,29,One-time,0.798,571.1,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0790-001,2023-09-08,CLI0581,,2023-08-09,,factoring,,,,2.22,0.0,26.63,,30,One-time,0.56,626.32,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0790-002,2023-09-08,CLI0581,,2023-08-09,,factoring,,,,2.69,0.0,32.19,,30,One-time,0.561,757.07,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0790-003,2023-09-08,CLI0581,,2023-08-09,,factoring,,,,3.51,0.0,42.09,,30,One-time,0.56,989.92,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0790-004,2023-09-08,CLI0581,,2023-08-09,,factoring,,,,1.23,0.0,14.78,,30,One-time,0.561,347.5,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0790-005,2023-09-08,CLI0581,,2023-08-09,,factoring,,,,2.73,0.0,32.68,,30,One-time,0.561,768.55,0.0,USD,0,1.0,Complete,0.5K-1K,ABF,11+,21-30 Days,San Salvador
ABF - DSB0790-006,2023-09-08,CLI0581,,2023-08-09,,factoring,,,,1.51,0.0,18.14,,30,One-time,0.56,426.69,0.0,USD,0,1.0,Complete,0-0.5K,ABF,11+,21-30 Days,San Salvador
